5.208974945,5.131660685,5.126172706,5.325972114,5.894158193,7.051148543,8.954912911,10.88220855,11.55617832,10.6440672,8.739409272,7.300460526,7.202099449,8.107026562,9.3,8.656119095,8.500577835,8.512839237,8.814200275,9.765374591,12.1432033,16.86936546,22.41782791,24.20450427,22.67586016,20.64069248,19.11339571,18.2268599,18.04492674,19.02623371,21.31798541,23.91078132,25.77442955,27.31075002,29.40877262,32.64444047
5.397190691,5.245199431,4.9,5.549655258,6.408516933,7.555883219,9.209808748,11.26734713,12.44087226,11.86249643,9.434772717,7.003056647,6.26072867,7.165012701,8.087356232,8.207684272,8.243706953,8.448022229,9.006675899,10.36638858,13.35216996,18.86417867,25.28694936,27.67578315,25.98133147,23.21717111,20.72653836,18.96918506,16.7,20.13634636,23.46921884,25.80385129,26.99334527,28.36720378,31.08049125,35.4440614
5.901044212,5.841310393,5.912284736,6.556976706,7.415728163,7.955434964,8.928514374,11.06326224,13.03986589,13.29282352,10.69071958,7.33440905,3.3,6.814101093,7.758890605,7.8,8.205765064,8.615596769,9.42759283,11.12681817,14.72360389,21.23141704,28.65665419,31.69888436,30.3612344,27.77519323,24.93350677,22.60187788,22.14684837,24.41312483,26.58206504,27.2123483,27.75537081,29.48537771,33.64093776,39.36118724
6.549680819,7.024241992,7.497294961,8.009075231,8.289932125,7.947856624,8.01303644,9.923750649,12.6424564,16.4,11.73455082,8.616925694,7.9,7.813806488,8.23503467,8.394335989,8.61428363,9.075284176,9.895917697,11.79468318,16.26107433,24.28913671,32.65595282,35.65631255,34.22195519,32.35484588,30.77323943,29.33417443,29.33776619,30.13862438,29.09325114,26.8,28.46394086,31.55915282,38.0085715,43.96858006
6.439783555,7.481723566,8.407339896,8.587700322,9.3,7.445678298,6.626203545,8.219523663,10.48837847,12.04466951,11.40800822,10.02519715,9.557711968,9.203513553,9.041834109,9.043955909,9.222972561,9.568960287,10.07628153,12.42008787,18.5264629,28.69232784,37.54751256,39.67295524,37.04235557,34.74782537,33.94557101,33.97871926,33.61940691,34,31.58132983,29.76546506,30.83878904,36.22387095,43.64132745,47.58782808
5.405987845,6.520518565,10.6,8.416280905,7.919722892,6.453255584,3.8,7.158456807,9.2,10.06041682,10.70601374,10.89149335,13.5,9.844467117,9.4,9.1,9.755147484,10.34814823,7.48,14.29248368,22.69958655,34.62203054,42.95550064,44.1166614,40.28210931,36.68571493,32,37.61232829,37.73099693,35.80139078,34.47573116,33.82363212,36.26814293,42.29696903,47.32658198,49.31912095
4.338750179,2.45,6.431310843,7.342159047,7.012212826,5.933478971,5.469837111,6.437423061,7.893141327,8.956209221,9.994058795,10.41089735,9.929381664,8.894863318,9.075629397,9.649031471,10.81794329,12.39869778,14.26995356,19.6391601,28.66326947,40.36163223,47.53126066,48.09139779,45.05376174,42.15155636,42.44475164,45.57287973,45.55445397,42.96883172,41.0191714,40.78950191,42.6086048,45.23550154,47.74146979,51.3
4.07840916,4.123224693,4.943107364,5.841109588,5.953898813,5.293504874,4.787803443,4.869118588,5.895093074,7.557287212,9.272901415,9.890737085,9.253179257,2.3,9.264754704,10.5340542,12.49289137,14.54991606,7.75,26.62852671,33.80653979,42.7627691,53,49.97622495,49.66229036,50.05439624,51.29518448,54,52.68224227,52.58614577,51.61302588,49.36776588,46.83947286,45.20054241,45.22063279,46.64201118
4.233572483,3.552148091,3.78424838,4.479963559,4.872681173,4.491109292,3.944212772,3.15,4.429288113,6.297020114,8.903242683,10.4722267,11.29494487,17.45,11.4251008,11.83710857,13.72042519,16.14854571,8.2,68,34.74688449,39.65195218,46.62628128,49.56440902,53.03304099,56.51010453,57.66813771,57.36728881,59.32887019,62.7354941,61.91048622,56.28575267,50.3515254,45.52505769,41,44.02514594
5.322505857,1.3,3.408343561,3.849923621,4.20294384,4.050704574,3.737708331,3.675275126,4.172063633,5.860969477,8.864421243,11.08577094,12.27107663,12.81403125,12.29275143,12.29730235,13.39864833,16.1008986,20.09690234,9.56,27.69523741,33.05093659,40.35088341,47.34714896,54.8978548,59.91379,63,62.74275987,67.93890273,72.4332822,69.01958347,60.25746645,54.46927001,48.75388654,44.64776376,43.3
9.5,5.37133152,4.282380908,4.085208614,4.081584907,3.934762999,3.763912982,3.818792176,4.355431927,6.01702703,8.840595827,10.89767437,11.74459773,11.83229023,11.54096031,11.66522795,11.65,14.03752009,17.00817335,19.07297084,21.61587801,25.2664336,31.47389007,41.58111376,53.37203144,60.12023647,62.73761434,66.35254341,73.54006102,81,72.26350971,61.60511027,57.3,52.57279801,46.96449072,44.57158828
7.594141558,6.510835098,5.360401368,4.706265105,4.331524921,4.035995862,3.899721572,4.063838116,4.767163669,6.420242887,8.530196058,9.744264818,10.02927225,9.90384847,9.882033215,10.29772184,10.94115326,11.70888354,12.86766351,13.97810721,14.81220923,16.2538031,20.15060006,29.71637007,45.1511887,56.96844601,62.99146295,68.61510563,74.45779354,76.26926816,71.87820656,62.78303872,57.64408865,54.15667511,49.38708507,46.14208399
