561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,953,953,953,953,953,953,953,238,238,238,238,238,238,238,238
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,813.7569974,953,953,953,953,953,953,238,238,238,238,238,238,238,238
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,563.6012486,752.9244508,945.2395116,953,953,953,953,953,953,238,238,238,238,238,238,238
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,567.698686,605.1945513,649.2856776,719.468981,602,602,602,602,602,238,238,238,238,238,238,238
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,575.6749949,598.5491414,602,602,602,602,602,602,602,602,602,238,238,238,238,238,238
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,564.7157055,587.3555441,602,602,602,602,602,602,602,602,602,602,602,602,238,238,238,238,238
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561.1431774,567.2542947,598.1628495,602,602,602,602,602,602,602,602,602,602,602,602,602,602,238,238,238,238
561,561,561,561,561,561,561,561,561,561,561,561.0000009,561.0000365,561.0012515,561.0416986,566.2626393,600.9086017,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,238
561,561,561,561,561,561,561,561,561,561.0000001,561.0000027,561.0001296,561.0060215,561.2662362,570.8921935,600.5421935,601.9789247,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
561,561,561,561,561,561,561,561,561.0000001,561.0000043,561.0002262,561.011701,561.5897973,578.675563,601.1645518,601.9925993,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
561,561,561,561,561,561,561,561.0000001,561.0000046,561.0002474,561.0131242,561.6785555,580.1436898,601.1405699,601.9861374,601.9998522,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
561,561,561,561,561,561,561.0000001,561.0000037,561.0001923,561.0101187,561.5223981,577.4260055,600.8450116,601.9779718,601.9996593,601.9999963,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
561,561,561,561,561,561.0000001,561.0000025,561.0001151,561.0057517,561.2864707,571.5741116,599.695102,601.9484498,601.9989212,601.9999791,601.9999996,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
561,561,561,561,561.0000001,561.0000016,561.0000604,561.0026413,561.1218214,565.9352515,596.2001628,601.8403074,601.9959568,601.9998932,601.9999972,601.9999999,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
561,561,561,561.0000001,561.0000012,561.0000326,561.0011238,561.0448254,562.7937572,587.7503618,601.4482458,601.9847783,601.9995661,601.9999881,601.9999997,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
561,561,561.0000001,561.000001,561.0000196,561.0005069,561.0161937,561.5789598,575.3796231,600.0485715,601.9424957,601.9983258,601.9999514,601.9999987,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
561,561.0000001,561.0000009,561.0000133,561.0002596,561.0063901,561.1885738,566.4556688,595.5086764,601.7769863,601.9933066,601.9997945,601.9999935,601.9999998,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
561.0000001,561.0000008,561.00001,561.0001518,561.002892,561.0677774,562.8000519,585.032167,601.1204835,601.9719585,601.9990919,601.9999689,601.9999989,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,601.9999998,601.9999991
561.0000008,561.000008,561.0000991,561.0015015,561.02789,561.616569,572.6716014,598.6971865,601.8794123,601.9958543,601.9998496,601.9999941,601.9999997,602,602,602,602,602,602,602,602,602,602,602,602,602,601.9999998,601.9999995,601.999999,601.9999986,601.9999982,601.9999903,601.9999453,601.9999181,601.9997639,601.9988029
561.0000067,561.0000705,561.0008756,561.013122,561.2357189,565.5094785,591.7831474,601.490931,601.9808769,601.9992663,601.9999698,601.9999986,601.9999999,602,602,602,602,602,602,602,602,602,601.9999996,601.9999988,601.9999942,601.9999534,601.999709,601.9989393,601.9977934,601.9969646,601.9958445,601.9868129,601.9209195,601.8104945,601.5383603,600.2450121
561.0000532,561.0005592,561.0069315,561.1018939,562.7058912,580.1561856,600.0297952,601.9140879,601.9964447,601.999847,601.9999929,601.9999996,602,602,602,602,602,602,602,602,601.9999995,601.9999888,601.999877,601.9993246,601.9945949,601.9417971,601.5152661,599.8000294,597.0127,595.06989,592.3961949,578.761998,513.7517638,413.9734919,341.4910222,285.8432071
561.0003825,561.0040221,561.0492867,561.6962704,570.1622115,595.6406903,601.6409601,601.9833943,601.9992378,601.9999636,601.9999981,601.9999999,602,602,602,602,602,601.9999999,601.9999995,601.999994,601.9998774,601.9972308,601.9679924,601.7129366,598.3841971,552.6251796,365.9700305,274.3686817,259.0811366,256.2367731,254.2429409,251.3965889,249.6338917,249.162445,249.0583444,249.0216865
561.0025138,561.0262273,561.3133578,564.9541646,586.7386677,600.6667988,601.92792,601.9963614,601.9998162,601.9999904,601.9999995,602,602,602,602,601.9999999,601.9999993,601.9999952,601.9999495,601.9991746,601.9806031,601.5713184,596.2944203,537.7185541,315.9692774,252.4045611,249.1636144,249.0147526,249.0043655,249.0031749,249.0023244,249.0011513,249.0003582,249.0000922,249.000029,249.000011
561.0150959,561.1547159,562.7410613,576.2035449,597.813636,601.7181321,601.9838713,601.9991141,601.9999514,601.9999973,601.9999998,602,601.9999999,601.9999998,601.9999991,601.999995,601.9999667,601.9996966,601.9960182,601.9235725,600.1140303,565.645655,373.9938662,259.2541516,249.4023095,249.0115342,249.00031,249.0000116,249.0000019,249.0000015,249.0000011,249.0000006,249.0000002,249.0000001,249,249
561.0827945,561.8182556,568.6843247,591.5622406,601.0289195,601.9352737,601.9960298,601.9997649,601.9999861,601.9999991,601.9999999,601.9999997,601.9999988,601.9999947,601.999973,601.9998318,601.9986553,601.9854632,601.780055,597.4728457,517.3750442,296.5972787,252.0939959,249.144838,249.0047839,249.000117,249.0000024,249,249,249,249,249,249,249,249,249
